persona_id,age,age_bucket,gender,race_ethnicity,education,income_bracket,ses,party_id,ideology,persona_text
6134,59,45-64,male,Hispanic,No HS / HS only,100k-150k,Upper-middle,Democrat,Moderate,"59-year-old Hispanic male American with no hs / hs only education, 100k-150k income, Democrat party identification, and a moderate political ideology."
6135,73,65+,female,Hispanic,Some college / Associate,25k-50k,Lower-middle,Republican,Liberal,"73-year-old Hispanic female American with some college / associate education, 25k-50k income, Republican party identification, and a liberal political ideology."
6136,58,45-64,male,Hispanic,No HS / HS only,25k-50k,Lower-middle,Democrat,Very conservative,"58-year-old Hispanic male American with no hs / hs only education, 25k-50k income, Democrat party identification, and a very conservative political ideology."
6137,28,18-29,female,White,No HS / HS only,25k-50k,Lower-middle,Republican,Conservative,"28-year-old White female American with no hs / hs only education, 25k-50k income, Republican party identification, and a conservative political ideology."
6138,44,30-44,male,Asian,Some college / Associate,50k-75k,Middle,Independent / Other,Liberal,"44-year-old Asian male American with some college / associate education, 50k-75k income, Independent / Other party identification, and a liberal political ideology."
6139,35,30-44,male,Hispanic,No HS / HS only,25k-50k,Lower-middle,Republican,Liberal,"35-year-old Hispanic male American with no hs / hs only education, 25k-50k income, Republican party identification, and a liberal political ideology."
6140,64,45-64,female,Other / Mixed,Bachelor's,100k-150k,High,Independent / Other,Conservative,"64-year-old Other / Mixed female American with bachelor's education, 100k-150k income, Independent / Other party identification, and a conservative political ideology."
6141,69,65+,female,Hispanic,Graduate degree,150k+,High,Independent / Other,Moderate,"69-year-old Hispanic female American with graduate degree education, 150k+ income, Independent / Other party identification, and a moderate political ideology."
6142,28,18-29,female,White,Some college / Associate,100k-150k,Upper-middle,Democrat,Moderate,"28-year-old White female American with some college / associate education, 100k-150k income, Democrat party identification, and a moderate political ideology."
6143,68,65+,female,Asian,Bachelor's,<25k,Upper-middle,Democrat,Conservative,"68-year-old Asian female American with bachelor's education, <25k income, Democrat party identification, and a conservative political ideology."
6144,49,45-64,male,White,No HS / HS only,50k-75k,Middle,Democrat,Very liberal,"49-year-old White male American with no hs / hs only education, 50k-75k income, Democrat party identification, and a very liberal political ideology."
6145,41,30-44,female,Asian,No HS / HS only,50k-75k,Middle,Democrat,Liberal,"41-year-old Asian female American with no hs / hs only education, 50k-75k income, Democrat party identification, and a liberal political ideology."
6146,76,65+,male,White,Graduate degree,100k-150k,High,Independent / Other,Conservative,"76-year-old White male American with graduate degree education, 100k-150k income, Independent / Other party identification, and a conservative political ideology."
6147,76,65+,female,White,Some college / Associate,50k-75k,Middle,Independent / Other,Very liberal,"76-year-old White female American with some college / associate education, 50k-75k income, Independent / Other party identification, and a very liberal political ideology."
6148,74,65+,male,White,No HS / HS only,50k-75k,Middle,Democrat,Conservative,"74-year-old White male American with no hs / hs only education, 50k-75k income, Democrat party identification, and a conservative political ideology."
6149,39,30-44,male,White,Some college / Associate,50k-75k,Middle,Democrat,Very liberal,"39-year-old White male American with some college / associate education, 50k-75k income, Democrat party identification, and a very liberal political ideology."
6150,21,18-29,male,Asian,Bachelor's,100k-150k,High,Republican,Liberal,"21-year-old Asian male American with bachelor's education, 100k-150k income, Republican party identification, and a liberal political ideology."
6151,21,18-29,male,White,No HS / HS only,25k-50k,Lower-middle,Independent / Other,Moderate,"21-year-old White male American with no hs / hs only education, 25k-50k income, Independent / Other party identification, and a moderate political ideology."
6152,67,65+,male,White,No HS / HS only,150k+,High,Democrat,Conservative,"67-year-old White male American with no hs / hs only education, 150k+ income, Democrat party identification, and a conservative political ideology."
6153,45,45-64,female,Black,Bachelor's,100k-150k,High,Independent / Other,Very conservative,"45-year-old Black female American with bachelor's education, 100k-150k income, Independent / Other party identification, and a very conservative political ideology."
6154,29,18-29,female,White,Graduate degree,50k-75k,Upper-middle,Independent / Other,Moderate,"29-year-old White female American with graduate degree education, 50k-75k income, Independent / Other party identification, and a moderate political ideology."
6155,62,45-64,female,Hispanic,Bachelor's,150k+,High,Independent / Other,Moderate,"62-year-old Hispanic female American with bachelor's education, 150k+ income, Independent / Other party identification, and a moderate political ideology."
6156,52,45-64,female,White,Some college / Associate,50k-75k,Middle,Republican,Conservative,"52-year-old White female American with some college / associate education, 50k-75k income, Republican party identification, and a conservative political ideology."
6157,50,45-64,male,Hispanic,No HS / HS only,50k-75k,Middle,Independent / Other,Moderate,"50-year-old Hispanic male American with no hs / hs only education, 50k-75k income, Independent / Other party identification, and a moderate political ideology."
6158,22,18-29,male,White,Bachelor's,<25k,Upper-middle,Independent / Other,Liberal,"22-year-old White male American with bachelor's education, <25k income, Independent / Other party identification, and a liberal political ideology."
6159,22,18-29,female,Hispanic,Some college / Associate,<25k,Low,Independent / Other,Conservative,"22-year-old Hispanic female American with some college / associate education, <25k income, Independent / Other party identification, and a conservative political ideology."
6160,34,30-44,female,White,Some college / Associate,100k-150k,Upper-middle,Democrat,Moderate,"34-year-old White female American with some college / associate education, 100k-150k income, Democrat party identification, and a moderate political ideology."
